time_start,post_like
datetime,float
T,
02/16/17 17:00,500.0
02/16/17 18:00,653.0
02/16/17 18:00,653.0
02/16/17 19:00,706.0
02/16/17 19:00,706.0
02/16/17 19:00,706.0
02/16/17 20:00,865.0
02/16/17 20:00,865.0
02/16/17 20:00,865.0
02/16/17 20:00,865.0
02/16/17 21:00,899.0
02/16/17 21:00,899.0
02/16/17 21:00,899.0
02/16/17 21:00,899.0
02/16/17 21:00,899.0
02/16/17 22:00,670.0
02/16/17 22:00,670.0
02/16/17 22:00,670.0
02/16/17 22:00,670.0
02/16/17 22:00,670.0
02/16/17 22:00,670.0
02/16/17 23:00,467.0
02/16/17 23:00,467.0
02/16/17 23:00,467.0
02/16/17 23:00,467.0
02/16/17 23:00,467.0
02/16/17 23:00,467.0
02/16/17 23:00,467.0
02/17/17 00:00,188.0
02/17/17 00:00,188.0
02/17/17 00:00,188.0
02/17/17 00:00,188.0
02/17/17 00:00,188.0
02/17/17 00:00,188.0
02/17/17 00:00,188.0
02/17/17 00:00,188.0
02/17/17 01:00,79.0
02/17/17 01:00,79.0
02/17/17 01:00,79.0
02/17/17 01:00,79.0
02/17/17 01:00,79.0
02/17/17 01:00,79.0
02/17/17 01:00,79.0
02/17/17 01:00,79.0
02/17/17 01:00,79.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 02:00,40.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 03:00,24.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 04:00,33.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 05:00,62.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 06:00,181.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 07:00,220.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 08:00,210.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
02/17/17 09:00,230.0
